previous_assessment_avg,recent_assessment_score,topic_wise_accuracy,quiz_completion_rate,attendance_percentage,assignment_completion_rate,study_session_completion_rate,avg_daily_study_time_minutes,late_submissions_count,integrity_events_count,weak_topics_count,assessment_attempt_count,risk_level
99.5,100.0,98.02,100.0,100.0,100.0,100.0,61.9,4,0,2,10,0
72.37,69.81,68.69,80.3,91.98,75.67,74.03,50.8,3,0,5,9,2
99.5,98.93,100.0,75.49,88.45,86.61,84.95,84.0,2,0,2,5,0
70.7,68.1,67.6,75.04,78.69,74.18,59.97,55.6,1,1,1,6,1
61.67,54.64,55.12,52.62,56.66,64.38,45.67,17.1,2,3,5,2,2
49.04,51.75,53.53,78.69,80.3,74.51,55.77,77.7,1,3,8,10,2
41.78,53.06,51.48,56.92,80.42,65.96,53.25,43.2,5,1,4,4,2
81.17,81.56,79.34,82.24,89.11,84.64,85.39,67.9,2,0,4,8,1
35.73,16.98,28.46,59.65,59.57,44.67,49.66,5.0,2,3,7,6,2
94.78,80.55,92.92,71.14,86.12,67.48,62.26,33.6,2,0,3,4,1
99.5,100.0,96.65,94.36,100.0,97.84,92.7,105.2,1,0,1,12,0
53.19,45.28,53.93,58.64,75.14,57.37,45.63,30.2,6,1,6,8,2
64.85,67.69,71.72,78.18,82.71,72.42,72.31,36.5,1,2,5,13,2
87.84,84.38,81.59,84.38,96.33,87.2,84.05,59.6,2,2,3,10,1
66.87,63.8,60.33,57.16,72.9,68.99,40.45,47.9,4,1,4,3,2
99.5,100.0,93.24,96.13,100.0,100.0,100.0,87.8,2,0,4,5,0
46.63,38.36,41.41,65.7,64.01,61.04,53.26,56.2,2,1,4,4,2
88.66,100.0,87.93,89.2,90.83,98.4,84.81,88.5,2,0,3,2,0
82.05,95.44,91.47,77.54,92.92,88.01,82.16,60.4,4,1,2,3,1
88.98,98.17,88.62,93.06,93.26,82.92,84.19,70.3,6,0,2,10,1
98.74,100.0,97.59,80.2,96.73,79.55,65.11,62.8,2,1,1,4,0
83.38,75.5,81.82,78.86,89.78,67.87,71.45,71.8,1,1,4,10,1
96.16,98.11,93.6,83.16,95.22,90.36,76.6,62.7,3,0,4,4,1
99.5,97.98,98.95,81.79,86.65,80.41,79.66,70.8,2,0,1,4,0
96.57,100.0,100.0,100.0,100.0,86.68,100.0,82.7,1,0,1,8,0
89.58,83.53,99.67,92.4,97.69,75.65,81.67,81.7,1,0,3,8,0
75.33,80.6,78.84,91.78,80.61,68.46,66.56,55.8,1,1,6,12,2
99.5,91.39,90.09,90.55,100.0,84.93,80.78,69.5,4,1,3,5,1
92.51,100.0,98.12,88.35,88.3,84.56,80.77,83.1,1,1,2,12,0
69.69,81.38,75.36,96.51,85.45,94.94,86.12,75.1,3,1,3,11,1
99.5,96.36,100.0,94.78,100.0,89.11,92.42,86.2,4,0,2,2,0
89.22,92.3,90.0,96.63,100.0,100.0,78.33,86.7,2,1,4,5,1
67.49,79.16,75.44,80.34,93.85,72.2,86.5,81.8,0,3,5,3,2
27.78,30.06,27.64,49.22,51.24,48.61,23.3,39.4,3,6,4,13,2
45.91,34.13,42.66,70.05,68.25,74.61,63.34,62.2,4,2,3,9,2
61.61,66.59,64.31,90.6,79.33,72.18,76.22,59.9,2,4,4,9,2
85.83,90.23,87.92,78.46,88.29,72.48,73.21,64.8,0,1,6,3,2
85.57,96.35,88.35,100.0,100.0,100.0,100.0,123.5,0,1,4,7,0
73.18,88.11,83.32,85.45,92.61,100.0,99.23,91.3,2,4,4,2,2
72.63,67.46,76.17,73.99,82.84,59.73,74.1,55.4,4,1,5,4,2
41.58,36.25,47.28,76.61,72.54,75.72,59.59,45.8,3,1,8,9,2
64.71,57.3,62.41,74.36,71.24,62.05,75.47,9.8,1,4,8,11,2
89.3,98.55,93.73,100.0,95.92,100.0,99.24,88.9,0,1,2,9,0
83.72,83.85,84.93,85.64,88.76,93.65,73.17,78.3,1,1,1,11,0
63.1,66.96,61.41,72.53,79.41,40.8,72.67,56.5,3,2,2,13,2
99.5,96.64,100.0,83.38,85.96,77.28,75.29,35.8,5,1,4,9,1
26.4,17.34,21.9,60.78,58.5,39.99,42.77,5.0,5,5,7,6,2
69.66,74.82,74.0,91.67,87.42,93.59,90.39,84.0,1,2,2,4,1
16.25,8.0,10.0,51.34,59.17,52.91,50.28,16.5,1,2,9,4,2
77.1,85.84,82.7,87.29,79.65,79.02,75.06,63.0,1,2,4,11,1
99.5,100.0,100.0,80.59,95.62,93.44,79.03,80.1,2,0,0,10,0
64.74,66.74,62.93,71.55,83.1,53.64,43.49,49.8,9,2,2,2,2
88.17,86.74,85.93,100.0,94.18,86.5,91.84,107.5,0,0,1,6,0
87.64,99.19,90.22,81.97,86.06,76.26,70.03,39.4,2,0,6,13,2
76.82,62.68,69.64,67.47,82.03,73.19,75.98,41.5,2,0,2,11,1
76.62,84.71,85.16,86.22,86.42,90.76,75.87,81.9,5,2,4,6,2
44.75,43.24,44.77,72.89,74.62,65.32,42.87,37.2,6,2,2,3,2
97.35,100.0,94.65,86.64,86.55,78.08,88.57,69.4,3,0,4,9,1
85.72,87.31,83.21,87.42,96.66,87.79,92.12,53.7,3,0,2,5,1
99.5,100.0,91.66,81.21,96.29,86.37,70.6,56.6,2,0,0,12,0
87.87,96.13,88.11,100.0,84.55,86.16,84.05,81.6,2,3,1,2,1
91.5,94.6,87.83,79.87,94.79,71.77,78.53,74.9,3,1,2,5,1
83.24,88.66,80.63,80.55,93.6,97.58,75.8,73.3,0,0,4,7,0
89.14,92.41,88.86,73.71,82.27,71.3,73.21,34.0,3,0,0,12,1
98.96,100.0,95.18,100.0,99.76,99.32,87.89,74.0,1,0,1,4,0
23.75,8.0,17.28,58.04,54.05,41.17,44.24,33.8,6,2,11,2,2
93.48,100.0,97.55,93.73,100.0,98.56,97.19,92.5,2,0,2,11,0
39.3,35.17,39.06,61.96,68.31,38.09,28.23,15.3,4,4,1,12,2
91.01,94.17,93.2,69.6,86.13,79.37,78.2,70.8,5,1,3,10,1
76.18,71.38,64.33,88.82,89.68,97.93,77.57,85.0,6,1,3,10,2
50.44,57.0,51.04,58.73,73.02,53.07,49.77,28.8,3,4,7,10,2
75.41,67.27,77.43,76.83,84.01,59.47,75.74,58.6,1,1,2,13,1
97.92,100.0,100.0,100.0,100.0,100.0,100.0,104.2,3,0,1,6,0
76.15,81.21,81.31,100.0,100.0,100.0,100.0,105.8,1,2,8,11,2
94.24,100.0,96.66,100.0,88.84,100.0,100.0,109.7,2,2,4,4,1
99.5,98.7,95.86,89.28,97.56,96.04,83.79,75.7,2,2,1,5,0
45.78,34.55,46.51,56.86,64.0,46.42,44.96,24.3,5,5,5,11,2
87.68,89.26,87.66,85.87,84.2,73.98,80.46,64.3,4,0,6,6,2
54.73,41.48,48.7,58.63,58.31,44.79,32.45,22.4,3,4,5,4,2
90.72,91.77,95.71,88.95,97.65,76.69,77.15,92.3,4,0,4,13,1
37.17,42.3,26.79,44.4,53.12,42.8,32.03,11.0,6,2,4,6,2
80.97,77.42,79.34,82.87,85.03,64.44,90.05,66.8,6,0,4,3,2
39.68,31.82,30.8,38.66,50.55,32.36,33.42,8.9,2,3,8,6,2
57.73,74.61,66.36,95.56,80.03,88.28,85.62,109.3,2,2,5,6,2
99.5,100.0,100.0,86.66,97.08,90.45,75.07,96.2,3,1,3,7,1
59.88,69.09,65.36,69.3,80.5,64.72,70.76,58.4,2,0,6,8,2
70.7,79.23,81.82,86.96,100.0,96.5,73.62,71.7,2,1,1,13,1
69.02,78.02,73.27,91.41,86.9,79.36,85.36,32.7,2,1,5,8,2
50.31,48.16,55.27,70.8,77.63,70.98,55.57,46.3,1,3,5,6,2
81.94,94.72,80.44,100.0,98.63,100.0,100.0,103.8,0,1,3,11,0
44.83,46.46,46.29,29.81,54.23,27.44,23.22,5.0,11,1,6,7,2
99.5,100.0,94.39,100.0,100.0,99.13,100.0,97.2,2,0,2,9,0
78.8,82.56,81.76,77.61,68.74,84.2,65.77,64.7,6,1,5,10,2
60.79,53.9,56.89,65.46,81.86,54.15,65.71,42.0,1,2,7,6,2
99.5,100.0,98.9,100.0,100.0,92.55,100.0,79.6,0,0,2,7,0
99.5,92.48,95.98,88.49,93.67,94.98,79.87,90.9,1,0,4,11,0
70.98,66.75,73.57,72.11,77.49,64.87,53.38,41.5,2,1,4,2,2
99.5,100.0,100.0,93.81,99.0,95.01,93.14,74.5,0,0,1,7,0
60.36,58.66,60.47,63.83,79.86,73.87,58.89,78.2,2,0,5,7,2
90.18,78.22,85.7,78.44,86.12,69.37,70.32,63.7,1,0,2,5,1
61.76,53.87,61.63,64.17,80.73,74.77,63.67,33.6,2,2,5,6,2
97.31,94.7,95.44,91.51,100.0,82.3,90.49,73.9,2,0,3,6,0
28.98,32.24,25.8,41.24,53.7,41.38,40.75,36.5,1,3,7,5,2
52.69,55.58,57.63,57.87,74.34,60.11,48.7,44.0,3,0,4,2,2
98.67,100.0,97.41,79.18,100.0,98.83,87.97,73.4,1,0,0,2,0
96.95,89.04,95.06,75.86,89.13,100.0,65.47,95.6,3,0,0,2,0
35.92,33.42,38.02,73.56,67.74,55.22,70.36,46.8,1,1,6,2,2
43.44,50.78,41.95,61.7,70.98,54.82,52.72,35.6,3,2,3,13,2
91.36,100.0,91.37,89.58,98.27,94.13,91.42,73.5,5,1,3,3,1
99.5,100.0,93.97,99.67,100.0,100.0,98.46,91.0,3,0,3,2,0
99.5,100.0,98.3,98.75,98.68,100.0,93.99,99.3,3,0,0,2,0
27.59,10.45,25.31,57.37,49.85,47.52,31.04,22.0,2,2,6,5,2
99.14,98.72,98.88,97.81,94.82,94.91,92.64,56.8,1,0,1,4,0
43.44,22.95,41.31,47.05,69.4,50.67,35.93,12.9,10,1,4,8,2
54.37,55.41,56.07,84.54,83.94,74.58,80.7,67.5,2,0,6,9,2
17.11,18.11,15.21,65.13,67.7,53.11,42.56,12.6,5,3,15,9,2
87.7,79.95,82.03,78.31,76.34,77.55,68.32,27.2,4,0,2,11,1
93.73,100.0,100.0,100.0,100.0,100.0,90.69,113.6,0,1,1,7,0
57.88,50.06,58.03,84.14,77.66,72.81,66.91,44.5,6,1,3,9,2
46.51,35.98,41.78,43.32,57.86,41.26,33.13,14.2,3,3,7,3,2
93.97,86.43,91.65,75.17,81.56,78.53,65.2,51.1,5,2,5,3,2
77.41,90.91,80.76,90.78,100.0,83.65,84.44,84.6,0,0,3,4,0
72.78,73.91,63.11,89.93,94.81,99.37,92.69,95.4,2,1,2,4,1
98.62,100.0,99.49,88.39,100.0,100.0,100.0,96.1,3,0,2,11,0
78.6,75.76,72.54,77.3,82.19,79.4,66.52,64.5,3,0,2,8,1
57.72,58.18,56.45,65.11,79.99,72.3,58.57,52.1,1,1,5,2,2
88.51,100.0,87.84,77.37,86.76,69.08,65.39,75.6,3,0,3,2,1
73.17,91.91,79.55,54.17,75.64,60.6,73.66,60.3,4,2,5,8,2
90.6,94.36,88.05,87.6,100.0,86.65,90.78,87.2,1,0,1,2,0
99.5,100.0,99.96,93.78,100.0,95.18,84.78,86.9,2,2,3,2,1
63.51,68.21,68.07,63.56,71.66,61.74,69.49,58.1,5,2,3,11,2
81.87,92.87,87.3,82.85,88.2,79.27,80.37,49.4,3,1,3,3,1
69.25,71.01,64.03,61.51,80.55,65.43,54.84,27.0,3,2,4,11,2
80.79,94.79,79.45,91.79,97.03,100.0,93.32,94.3,2,0,2,4,0
52.7,44.74,44.55,35.22,53.24,22.68,20.01,5.0,6,2,2,8,2
54.72,50.8,57.33,79.57,92.02,78.69,80.47,47.4,3,2,7,10,2
34.53,35.54,43.67,40.74,63.83,52.83,46.57,19.2,3,5,5,12,2
91.9,93.41,89.79,90.25,100.0,84.82,50.08,53.2,4,0,0,4,0
88.67,97.53,87.94,82.91,96.71,99.27,91.26,84.2,2,1,5,10,2
79.71,71.76,82.24,87.75,94.12,85.31,78.32,67.0,1,1,4,13,1
75.89,70.08,72.01,80.9,81.68,71.98,61.95,64.6,1,2,2,11,1
88.22,90.21,88.66,100.0,95.7,77.76,82.66,95.8,4,0,1,6,1
83.26,91.62,87.09,93.71,93.84,82.64,91.63,95.4,4,1,3,2,1
92.37,100.0,92.53,94.89,100.0,100.0,100.0,102.1,0,1,2,9,0
92.6,100.0,92.31,100.0,96.72,91.81,91.71,76.2,0,2,6,8,2
82.15,83.78,82.46,76.54,86.96,82.41,78.71,67.6,4,0,5,12,2
99.5,97.72,97.18,88.58,95.63,91.2,83.09,82.9,2,0,4,5,0
97.93,100.0,91.59,100.0,100.0,100.0,100.0,95.3,0,0,3,6,0
54.08,56.44,51.38,65.7,77.34,70.69,71.2,38.1,5,3,4,10,2
99.5,82.17,92.36,91.25,100.0,95.72,99.65,57.5,2,0,1,10,0
91.21,100.0,92.33,85.48,100.0,87.04,89.86,71.5,1,0,4,10,0
61.53,61.94,63.67,51.94,77.77,57.88,65.73,26.8,7,1,1,2,2
78.84,63.92,70.06,79.99,87.42,84.7,70.75,62.9,2,3,0,3,1
99.5,100.0,100.0,80.47,100.0,85.67,83.81,60.4,3,1,1,7,0
69.71,68.25,69.37,64.92,67.39,60.78,56.57,61.7,3,3,8,8,2
39.49,26.24,34.75,63.76,71.37,63.0,47.98,42.7,3,4,5,2,2
81.74,97.13,85.53,74.11,84.86,69.76,61.57,9.1,1,1,1,2,1
60.73,65.81,61.6,76.87,75.4,78.39,68.03,48.4,0,2,3,2,2
47.53,43.37,38.39,75.79,64.33,68.34,52.57,45.1,2,1,4,4,2
87.49,84.55,86.37,83.88,93.08,92.17,94.08,62.4,1,1,1,4,0
96.1,100.0,100.0,93.66,100.0,100.0,100.0,83.5,0,0,1,9,0
47.45,41.07,48.62,53.91,55.78,47.97,43.11,5.0,4,3,6,11,2
38.69,34.51,30.57,51.22,51.71,45.45,30.79,9.9,10,5,7,6,2
82.99,83.39,84.3,78.97,88.74,80.43,78.74,59.3,3,0,2,2,1
94.58,96.11,96.95,96.81,100.0,84.99,93.67,64.4,0,0,0,4,0
84.18,91.33,92.97,90.38,98.48,93.05,100.0,70.9,0,0,4,3,0
89.2,94.5,88.06,100.0,100.0,98.18,100.0,98.3,1,1,2,9,0
81.58,82.3,90.99,82.63,85.97,74.53,66.78,93.3,2,2,0,7,1
67.49,78.27,72.04,70.13,89.57,71.29,67.46,48.8,2,1,5,11,2
90.1,87.35,85.74,75.53,90.83,68.85,68.84,68.7,1,2,0,4,1
45.93,35.49,35.44,33.35,53.73,29.36,5.0,16.6,7,2,4,2,2
54.58,54.51,54.08,91.57,89.23,90.94,95.96,78.7,3,2,5,11,2
63.72,74.92,68.81,87.0,86.22,92.3,62.45,73.5,0,3,4,10,2
63.51,51.39,54.34,89.36,81.86,65.72,84.85,41.8,3,2,4,7,2
54.02,43.49,52.51,62.59,58.62,47.71,39.25,5.0,5,4,5,12,2
36.13,36.17,38.25,56.08,59.88,52.01,45.95,25.9,2,1,10,4,2
75.92,79.45,77.3,100.0,95.94,83.06,100.0,80.8,5,2,1,6,1
71.89,75.89,69.98,56.92,72.3,63.84,50.72,30.2,3,1,4,10,2
98.58,98.41,98.59,90.37,93.07,71.8,77.73,78.7,4,0,2,6,1
52.44,39.38,54.84,43.03,55.73,43.16,26.33,15.3,4,3,6,6,2
62.85,59.79,57.99,69.91,63.26,60.91,58.49,14.3,2,4,2,3,2
96.14,96.69,89.32,100.0,100.0,100.0,100.0,104.2,1,0,2,3,0
99.5,100.0,98.2,100.0,100.0,100.0,100.0,107.5,1,0,2,9,0
91.1,100.0,91.24,95.01,94.18,97.86,97.11,94.8,3,1,2,6,0
45.8,37.95,35.4,59.52,59.22,38.24,47.71,27.1,5,3,7,3,2
99.5,100.0,100.0,100.0,100.0,100.0,100.0,102.5,0,0,2,11,0
99.5,100.0,94.41,86.64,96.91,87.08,79.94,85.5,2,0,4,4,0
54.97,33.45,41.11,38.74,59.02,30.75,31.43,5.0,4,2,8,6,2
79.51,66.21,77.74,73.61,89.82,64.13,65.27,43.3,2,1,6,9,2
98.15,100.0,100.0,92.92,100.0,94.35,87.34,78.1,2,0,1,6,0
90.63,90.63,100.0,81.71,98.62,88.36,90.1,94.5,2,1,0,6,0
28.14,19.19,18.51,36.35,53.23,39.06,43.53,20.1,6,2,2,7,2
76.73,82.83,80.62,79.87,85.39,91.84,84.2,69.5,0,0,2,3,0
66.89,61.28,59.15,88.9,77.28,90.99,79.59,71.5,7,1,3,11,2
86.55,82.82,85.42,100.0,81.43,75.76,64.98,55.5,3,0,6,12,2
99.5,100.0,99.06,100.0,100.0,100.0,100.0,105.6,0,1,0,2,0
99.5,100.0,91.12,89.16,86.66,73.92,60.79,56.8,1,0,3,3,0
73.31,71.96,74.91,81.57,82.91,76.75,80.94,68.8,1,1,6,8,2
86.79,87.12,86.91,96.21,96.29,95.34,100.0,112.0,4,1,2,5,1
99.5,100.0,100.0,94.47,94.82,89.06,100.0,101.6,2,1,0,2,0
73.67,71.92,67.96,68.13,74.93,59.72,57.73,31.2,4,0,5,3,2
35.5,36.74,44.43,61.97,67.42,71.54,39.37,43.2,4,3,5,12,2
71.8,59.39,68.14,78.31,81.43,78.41,68.73,73.3,3,1,8,3,2
95.49,91.5,95.31,100.0,93.65,100.0,88.68,69.7,1,0,4,11,0
71.03,77.4,78.97,87.57,92.75,86.94,73.7,60.1,3,0,7,9,2
87.55,89.75,88.33,86.44,100.0,85.07,100.0,73.3,4,0,4,12,1
66.68,67.81,63.53,96.01,91.3,81.83,89.41,59.5,4,2,3,3,2
48.92,34.61,47.84,55.91,61.31,54.13,49.7,9.0,2,3,9,7,2
92.19,100.0,94.56,85.19,97.84,94.8,97.75,78.2,5,0,2,2,1
54.99,60.31,60.88,85.05,76.38,75.8,78.39,68.6,0,2,8,12,2
42.71,35.56,39.53,57.21,66.92,48.63,44.94,13.1,2,5,8,9,2
60.82,61.26,69.67,73.52,80.38,70.77,60.05,38.1,5,1,3,2,2
77.68,80.97,78.71,100.0,93.08,100.0,98.88,79.2,3,1,5,2,2
56.23,55.35,53.34,99.41,87.91,97.43,100.0,96.6,2,0,1,11,1
87.38,87.55,88.74,88.83,96.63,91.0,88.68,88.0,6,0,0,7,1
81.25,87.6,81.72,79.6,91.75,76.63,75.67,38.6,2,1,6,11,2
90.91,97.73,89.97,100.0,100.0,100.0,100.0,111.2,2,1,4,4,0
59.87,66.03,67.54,94.79,95.02,87.99,92.83,76.5,1,0,4,2,1
65.8,68.32,61.59,95.4,96.35,98.76,91.87,65.3,1,1,2,13,1
73.52,79.19,79.73,73.14,79.54,60.64,77.68,44.7,6,4,3,4,2
20.83,9.97,23.05,52.13,58.34,38.1,42.46,43.3,5,6,7,9,2
80.62,96.89,85.37,100.0,99.54,89.44,93.16,88.3,2,1,1,6,0
80.27,78.5,80.61,95.58,93.09,77.3,94.19,63.3,2,0,1,4,0
83.21,80.41,78.74,97.39,86.56,83.95,82.46,76.2,3,1,3,10,1
93.57,100.0,100.0,100.0,100.0,89.29,100.0,101.2,2,0,4,4,0
99.5,95.31,92.67,92.38,89.43,97.74,89.11,71.0,3,0,4,6,1
39.91,36.23,42.42,49.57,71.58,57.26,56.28,53.0,3,1,6,12,2
99.5,100.0,99.64,100.0,98.53,100.0,100.0,72.7,2,0,1,8,0
96.5,85.46,88.83,70.53,80.34,71.97,69.1,76.8,5,1,3,6,2
51.26,45.14,46.06,34.74,46.21,35.26,32.84,17.9,8,4,3,8,2
77.11,62.63,73.47,73.41,76.01,59.18,53.28,40.8,5,4,3,11,2
60.12,54.46,53.11,46.01,78.68,46.29,52.91,16.7,5,1,1,6,2
99.5,100.0,100.0,100.0,100.0,100.0,100.0,74.7,1,0,2,3,0
36.05,13.9,28.22,55.73,61.59,49.67,50.82,17.8,3,0,3,9,2
86.84,93.0,87.5,100.0,96.06,100.0,100.0,92.4,1,0,5,6,2
96.09,96.71,98.18,91.12,94.21,92.43,100.0,68.0,1,0,3,6,0
47.25,37.29,40.16,72.36,74.27,66.78,64.69,28.9,5,4,2,12,2
32.35,13.97,24.16,54.03,66.99,52.81,33.6,20.5,8,0,6,8,2
99.5,100.0,98.04,86.28,100.0,97.95,89.16,67.6,0,0,2,7,0
72.96,70.27,66.76,71.13,79.46,60.52,54.07,30.7,5,2,2,12,2
94.82,87.17,90.47,92.1,100.0,100.0,100.0,75.0,1,1,3,4,0
87.91,81.43,79.07,71.32,74.63,71.4,77.07,42.0,2,2,4,10,2
93.15,97.9,92.62,100.0,97.61,100.0,100.0,122.2,1,0,7,9,2
71.25,61.76,60.62,84.33,83.03,79.02,89.94,51.9,3,1,2,3,1
74.62,80.86,72.8,100.0,88.81,92.98,90.8,55.5,0,1,7,6,2
63.59,67.34,61.22,88.12,73.45,82.15,78.1,91.0,2,1,6,13,2
76.66,80.78,79.78,88.07,93.9,65.01,99.96,59.0,3,4,4,5,2
35.17,47.74,36.0,61.33,66.71,61.32,55.02,26.3,2,3,7,7,2
44.84,28.02,33.34,37.57,49.54,27.99,28.34,11.3,2,2,2,2,2
89.28,86.97,86.76,92.49,79.93,69.59,78.44,52.5,5,1,6,9,2
98.77,100.0,100.0,97.68,100.0,100.0,91.26,88.0,1,0,1,13,0
91.94,100.0,88.26,94.88,97.42,89.51,99.62,79.7,6,0,2,3,1
36.59,34.74,38.58,51.39,49.76,46.03,37.9,19.2,3,3,4,9,2
99.5,96.6,99.71,94.45,99.0,100.0,97.79,92.2,5,0,1,13,0
80.72,92.09,93.31,73.18,97.3,81.69,72.36,77.4,2,0,2,5,1
82.66,80.17,82.79,91.19,99.44,100.0,80.17,96.8,4,2,4,11,1
83.62,93.2,87.35,86.69,93.08,83.26,90.63,73.8,4,0,6,10,2
52.3,56.05,53.79,57.16,76.04,57.05,71.0,61.7,2,1,7,7,2
56.98,59.69,57.78,76.88,77.65,86.69,60.28,68.4,2,0,6,3,2
36.96,27.54,36.11,58.9,57.81,42.91,40.5,8.4,1,1,5,9,2
84.22,83.38,81.68,58.24,80.6,78.93,85.36,76.6,4,1,4,11,2
21.34,20.79,33.2,61.46,59.31,62.15,49.85,70.0,2,1,10,2,2
99.5,100.0,100.0,76.45,100.0,97.45,94.45,79.9,0,0,1,7,0
79.94,88.97,82.52,100.0,100.0,88.15,89.44,76.8,1,1,3,5,0
40.97,43.0,40.67,59.35,70.59,66.0,53.57,5.0,6,5,7,7,2
74.66,83.31,77.8,99.19,100.0,91.27,99.98,94.5,1,2,4,9,1
58.81,70.67,63.06,73.69,68.4,71.66,71.0,71.8,3,3,6,10,2
93.12,92.81,95.5,100.0,96.86,91.48,90.86,82.2,0,1,6,13,2
82.94,94.04,88.28,100.0,100.0,100.0,100.0,121.8,0,1,4,4,0
96.81,99.26,100.0,93.45,97.98,90.81,100.0,105.4,2,0,2,4,0
77.23,96.81,80.77,72.15,85.09,90.02,79.77,51.2,2,3,6,5,2
99.5,100.0,99.5,100.0,100.0,92.2,94.53,80.3,1,0,2,6,0
89.13,100.0,89.32,100.0,100.0,100.0,100.0,130.4,0,1,2,4,0
99.5,100.0,97.75,93.45,98.99,100.0,93.91,92.6,4,0,1,8,0
88.36,92.52,87.84,86.0,100.0,99.47,80.7,73.8,2,0,1,2,0
68.16,90.57,79.77,95.57,87.22,86.61,76.44,72.8,5,0,5,6,2
90.26,100.0,91.37,85.53,99.01,83.2,75.19,68.8,1,1,7,11,2
24.74,13.98,26.22,41.96,50.51,33.24,32.83,21.5,4,1,8,4,2
76.95,72.11,80.9,66.18,77.28,60.26,63.06,48.7,6,0,5,5,2
78.3,78.58,81.25,60.38,88.16,69.97,71.7,52.7,1,1,4,12,1
70.67,64.86,63.88,64.91,73.73,57.69,73.4,37.0,2,0,4,8,2
57.5,46.05,58.88,35.29,73.38,40.57,32.64,5.0,4,3,4,2,2
87.86,82.89,84.24,86.48,96.14,100.0,89.16,100.8,5,0,1,11,1
93.01,75.81,85.13,72.84,92.14,72.87,63.97,96.6,2,1,2,12,1
99.5,100.0,100.0,100.0,100.0,100.0,100.0,94.9,1,0,2,2,0
74.62,74.95,71.3,86.04,85.91,99.99,85.43,62.0,3,0,5,11,2
76.67,70.88,79.45,61.59,64.86,60.21,47.81,59.9,1,0,4,6,2
67.31,62.61,68.71,48.58,62.86,52.66,54.56,47.0,7,5,9,11,2
87.78,97.6,100.0,97.67,94.38,90.7,100.0,100.8,0,1,4,5,0
92.37,100.0,96.46,100.0,98.73,82.18,93.79,76.3,1,1,2,4,0
78.38,90.24,82.35,96.24,91.82,85.52,95.55,73.0,1,0,2,4,0
49.78,48.92,57.47,57.35,63.24,51.95,43.55,19.0,5,3,3,2,2
93.43,93.66,86.06,90.16,88.19,74.24,76.66,60.9,3,0,4,10,1
76.52,94.07,84.1,100.0,100.0,100.0,81.39,102.8,1,0,2,11,0
95.22,100.0,96.49,99.14,100.0,98.35,100.0,94.8,0,0,3,4,0
74.12,83.1,82.45,80.13,80.05,79.67,81.37,63.0,6,1,3,4,2
43.21,20.78,47.11,30.75,44.04,32.38,22.36,5.0,0,6,9,4,2
95.9,100.0,94.76,100.0,91.07,95.82,98.92,74.1,2,0,3,12,0
77.03,72.13,79.79,96.84,90.08,90.77,81.55,46.1,1,0,6,3,2
97.19,93.11,100.0,100.0,98.15,94.41,100.0,78.4,1,0,2,11,0
55.0,39.94,54.53,62.25,71.61,57.49,56.06,24.3,5,2,3,5,2
76.15,80.6,78.82,89.63,87.76,87.91,79.4,73.4,5,0,2,8,1
57.38,73.25,66.28,57.39,87.38,71.08,60.87,26.7,5,4,3,10,2
67.88,61.95,61.82,56.1,71.24,64.96,47.1,27.0,6,2,2,2,2
34.42,31.6,40.45,63.31,72.29,54.29,52.3,50.6,4,2,0,11,2
66.46,72.82,64.56,73.58,76.61,75.44,87.36,70.1,4,3,3,8,2
79.41,76.66,74.48,91.43,78.91,77.48,69.5,69.9,0,4,4,10,2
78.36,74.27,75.67,74.87,85.28,55.25,55.0,51.3,7,1,9,8,2
93.63,90.99,90.34,72.94,90.59,72.57,72.68,63.6,2,0,4,3,1
99.5,100.0,100.0,93.06,95.04,100.0,99.18,63.1,4,0,2,8,0
55.83,50.11,52.39,50.58,68.25,47.43,47.42,16.7,6,1,3,13,2
64.46,68.96,62.69,58.95,80.88,58.13,53.13,57.8,2,4,6,12,2
55.22,40.29,45.06,48.56,64.81,32.08,17.52,5.0,5,3,2,4,2
91.16,90.22,95.56,100.0,100.0,98.31,100.0,107.0,0,0,5,10,2
69.08,72.04,72.31,59.68,76.35,59.71,73.69,20.2,7,2,4,2,2
50.03,48.79,44.36,55.55,68.44,54.75,68.39,56.6,5,4,4,3,2
90.77,100.0,96.83,99.56,94.76,98.43,93.12,74.5,2,1,2,11,0
81.47,80.18,79.7,100.0,95.04,93.45,92.23,68.5,3,2,2,10,1
64.11,59.35,55.99,73.55,77.68,53.71,48.74,18.7,8,0,1,7,2
84.17,77.62,76.72,82.56,85.56,86.89,74.41,76.4,2,0,1,5,1
60.93,47.56,59.92,52.07,60.58,29.27,31.94,5.0,5,1,7,10,2
99.5,94.9,100.0,93.29,94.23,100.0,100.0,115.1,3,0,2,10,0
95.5,100.0,100.0,100.0,100.0,100.0,100.0,90.8,3,0,0,8,0
75.83,87.53,77.34,71.31,86.57,84.37,87.23,68.7,1,1,4,5,1
91.66,88.75,92.61,86.15,92.93,88.27,91.22,97.0,2,1,2,6,1
74.64,63.71,72.45,60.9,77.61,59.52,54.35,36.3,2,2,3,4,2
79.42,78.64,69.12,75.25,83.86,74.95,72.11,51.3,5,3,6,13,2
94.87,94.91,97.22,86.19,89.57,85.29,63.15,56.3,2,2,3,4,1
58.85,64.91,61.92,71.73,77.3,76.77,71.43,71.7,3,3,1,5,2
68.37,57.04,73.44,70.31,77.45,63.31,52.48,68.5,4,1,7,13,2
